timestamp,status,numtx
6280,0,1
6317,0,1
6360,0,1
6397,5,1
6428,0,1
6465,5,1
6491,0,1
6528,0,1
6565,0,1
6602,0,1
6639,0,1
6680,5,1
6706,5,1
6733,0,1
6777,0,1
6814,0,1
6863,0,1
6900,0,1
6979,0,1
7016,0,1
7062,0,1
7099,0,1
7136,5,1
7168,0,1
7205,0,1
7261,0,1
7298,0,1
7335,0,1
7378,0,1
7415,5,1
7462,0,1
7499,0,1
7536,0,1
7579,0,1
7616,0,1
7658,0,1
7696,0,1
7734,0,1
7778,0,1
7815,0,1
7858,0,1
7895,0,1
7932,0,1
7977,0,1
8014,0,1
8060,0,1
8097,5,1
8126,5,1
8161,5,1
8188,0,1
8227,0,1
8264,0,1
8301,0,1
8357,0,1
8394,0,1
8431,5,1
8462,5,1
8489,5,1
8515,0,1
8556,5,1
8582,0,1
8627,0,1
8664,0,1
8701,0,1
8738,0,1
8778,0,1
8815,0,1
8862,5,1
8889,0,1
8926,5,1
8967,5,1
8995,5,1
9027,0,1
9064,0,1
9101,0,1
9138,0,1
9178,0,1
9215,0,1
9259,0,1
9296,0,1
9338,0,1
9378,0,1
9415,5,1
9461,0,1
9507,0,1
9563,0,1
9600,0,1
9637,0,1
9682,0,1
9726,0,1
9763,0,1
9800,0,1
9837,0,1
9878,0,1
9916,0,1
9957,0,1
9994,0,1
10031,0,1
10077,0,1
10115,0,1
10156,0,1
10193,0,1
10230,0,1
10277,0,1
10314,0,1
10356,0,1
10393,0,1
10430,0,1
10476,0,1
10513,0,1
10556,0,1
10593,0,1
10630,0,1
10675,0,1
10712,0,1
10765,0,1
10802,0,1
10858,0,1
10895,0,1
10932,0,1
10976,0,1
11013,0,1
11057,0,1
11094,5,1
11133,0,1
11175,0,1
11212,0,1
11262,0,1
11299,0,1
11336,0,1
11378,0,1
11415,0,1
11464,0,1
11501,0,1
11538,0,1
11575,0,1
11612,0,1
11660,5,1
11687,0,1
11725,0,1
11762,0,1
11799,0,1
11836,5,1
11862,5,1
11889,0,1
11926,0,1
11963,0,1
12000,0,1
12037,0,1
12101,0,1
12156,0,1
12193,0,1
12230,0,1
12275,0,1
12312,0,1
12360,0,1
12397,0,1
12434,0,1
12476,0,1
12513,0,1
12554,0,1
12591,0,1
12629,0,1
12666,0,1
12703,0,1
12756,0,1
12793,0,1
12830,0,1
12874,0,1
12911,0,1
12959,5,1
12985,5,1
13012,0,1
13057,0,1
13095,0,1
13132,0,1
13176,0,1
13213,0,1
13256,0,1
13293,0,1
13330,0,1
13374,0,1
13411,0,1
13461,5,1
13488,0,1
13525,0,1
13562,0,1
13599,0,1
13637,0,1
13676,0,1
13713,0,1
13755,0,1
13792,0,1
13829,0,1
13873,0,1
13910,0,1
13958,5,1
13985,0,1
14024,5,1
14054,0,1
14091,0,1
14128,0,1
14175,5,1
14202,0,1
14259,0,1
14296,0,1
14333,0,1
14375,0,1
14412,5,1
14458,0,1
14495,0,1
14532,0,1
14575,0,1
14612,0,1
14676,0,1
14713,0,1
14755,0,1
14792,0,1
14829,0,1
14927,0,1
15003,0,1
15056,0,1
15093,0,1
15130,0,1
15173,0,1
15210,0,1
15258,0,1
15295,0,1
15332,0,1
15374,5,1
15401,0,1
15458,0,1
15495,0,1
15532,0,1
15574,0,1
15611,0,1
15659,0,1
15696,0,1
15733,0,1
15775,0,1
15812,0,1
15856,0,1
15893,0,1
15930,0,1
15972,0,1
16009,5,1
16055,0,1
16092,5,1
16124,0,1
16161,5,1
16189,0,1
16226,0,1
16263,0,1
16300,0,1
16354,0,1
16391,0,1
16428,0,1
16472,5,1
16498,0,1
16535,0,1
16574,0,1
16611,0,1
16653,0,1
16690,0,1
16727,0,1
16772,0,1
16809,0,1
16862,0,1
16899,5,1
16925,0,1
16962,0,1
16999,0,1
17055,0,1
17092,0,1
17174,0,1
17211,0,1
17253,5,1
17279,5,1
17306,0,1
17356,0,1
17393,5,1
17421,5,1
17455,0,1
17492,0,1
17529,0,1
17571,0,1
17608,0,1
17657,5,1
17683,5,1
17710,0,1
17752,0,1
17789,0,1
17826,0,1
17871,0,1
17908,0,1
17958,0,1
17995,0,1
18032,0,1
18073,0,1
18110,0,1
18151,0,1
18188,0,1
18225,0,1
18262,5,1
18288,0,1
18325,0,1
18371,0,1
18408,0,1
18457,0,1
18494,0,1
18531,0,1
18573,0,1
18610,0,1
18652,0,1
18689,0,1
18726,0,1
18771,0,1
18808,0,1
18857,5,1
18886,0,1
18923,5,1
18954,0,1
18991,0,1
19028,0,1
19071,0,1
19107,0,1
19155,0,1
19192,0,1
19229,0,1
19272,0,1
19309,0,1
19352,0,1
19389,0,1
19426,0,1
19470,0,1
19507,0,1
19556,0,1
19593,0,1
19630,0,1
19704,0,1
19751,0,1
19788,0,1
19825,0,1
19870,5,1
19898,0,1
19954,0,1
19991,0,1
20027,0,1
20070,0,1
20107,5,1
20133,0,1
20172,5,1
20198,0,1
20255,0,1
20293,0,1
20330,0,1
20372,0,1
20409,0,1
20455,0,1
20492,0,1
20529,0,1
20571,0,1
20608,0,1
20651,5,1
20677,0,1
20721,0,1
20758,0,1
20820,0,1
20857,0,1
20894,0,1
20931,0,1
20971,0,1
21008,0,1
21054,0,1
21092,0,1
21129,0,1
21171,0,1
21208,0,1
21252,0,1
21289,0,1
21326,0,1
21371,5,1
21397,0,1
21453,0,1
21490,0,1
21527,0,1
21569,0,1
21606,0,1
21657,0,1
21694,0,1
21731,0,1
21769,0,1
21806,0,1
21855,0,1
21892,0,1
21929,5,1
21955,0,1
21992,0,1
22029,0,1
22071,0,1
22107,0,1
22149,0,1
22186,0,1
22296,0,1
22352,0,1
22389,5,1
22420,0,1
22457,0,1
22494,0,1
22531,0,1
22573,0,1
22610,0,1
22652,0,1
22689,0,1
22726,0,1
22770,0,1
22807,0,1
22851,0,1
22888,5,1
22918,0,1
22955,0,1
22992,0,1
23029,0,1
23070,0,1
23107,0,1
23148,0,1
23185,0,1
23222,5,1
23256,0,1
23293,0,1
23330,0,1
23370,0,1
23407,0,1
23449,0,1
23486,0,1
23523,0,1
23568,5,1
23594,0,1
23631,0,1
23672,0,1
23709,0,1
23751,0,1
23788,0,1
23827,0,1
23870,0,1
23907,0,1
23948,0,1
23985,0,1
24022,0,1
24068,0,1
24105,0,1
24154,0,1
24191,0,1
24228,0,1
24269,0,1
24306,0,1
24348,0,1
24385,0,1
24422,0,1
24459,0,1
24496,0,1
24553,0,1
24590,0,1
24627,0,1
24669,0,1
24706,0,1
24749,0,1
24793,0,1
24850,0,1
24888,0,1
24925,0,1
24967,5,1
24993,0,1
25051,0,1
25088,0,1
25125,0,1
25167,0,1
25204,0,1
25253,0,1
25290,0,1
25327,0,1
25368,5,1
25395,0,1
25449,0,1
25487,0,1
25524,0,1
25567,0,1
25604,0,1
25653,0,1
25691,0,1
25730,0,1
25769,0,1
25806,0,1
25849,0,1
25886,0,1
25923,0,1
25992,0,1
26029,0,1
26070,0,1
26106,0,1
26148,0,1
26185,0,1
26222,0,1
26266,0,1
26303,0,1
26355,0,1
26392,0,1
26429,0,1
26472,0,1
26516,0,1
26553,0,1
26590,0,1
26627,0,1
26668,0,1
26705,0,1
26747,0,1
26784,0,1
26821,0,1
26866,0,1
26903,0,1
26952,0,1
26989,0,1
27026,0,1
27067,5,1
27094,0,1
27152,0,1
27189,0,1
27226,5,1
27252,0,1
27289,0,1
27367,0,1
27404,0,1
27452,0,1
27489,0,1
27526,0,1
27568,0,1
27605,0,1
27649,0,1
27686,0,1
27723,0,1
27766,0,1
27803,5,1
27829,0,1
27868,0,1
27905,0,1
27949,0,1
27986,0,1
28023,0,1
28067,5,1
28093,0,1
28149,5,1
28178,0,1
28216,0,1
28253,0,1
28290,0,1
28327,0,1
28367,0,1
28404,0,1
28447,0,1
28484,0,1
28521,0,1
28558,0,1
28595,0,1
28651,0,1
28688,0,1
28725,0,1
28766,0,1
28803,0,1
28849,0,1
28886,0,1
28923,0,1
28965,0,1
29002,0,1
29047,5,1
29073,0,1
29116,0,1
29153,0,1
29190,0,1
29227,0,1
29267,0,1
29304,0,1
29345,0,1
29382,0,1
29419,0,1
29465,0,1
29503,0,1
29545,0,1
29582,0,1
29619,0,1
29664,0,1
29701,0,1
29750,0,1
29787,0,1
29824,0,1
29887,0,1
29924,0,1
29964,0,1
30001,0,1
30046,0,1
30085,5,1
30114,5,1
30150,0,1
30187,0,1
30224,0,1
30266,0,1
30303,0,1
30346,0,1
30383,0,1
30420,0,1
30464,0,1
30502,0,1
30549,0,1
30586,0,1
30623,0,1
30666,0,1
30703,0,1
30746,0,1
30783,0,1
30820,0,1
30864,0,1
30901,0,1
30949,5,1
30976,0,1
31015,0,1
31052,0,1
31089,0,1
31127,0,1
31167,0,1
31204,0,1
31247,0,1
31284,0,1
31321,0,1
31364,0,1
31401,0,1
31444,0,1
31481,0,1
31518,0,1
31564,5,1
31590,5,1
31616,0,1
31653,5,1
31680,0,1
31717,0,1
31754,0,1
31791,0,1
31848,0,1
31885,0,1
31922,5,1
31948,0,1
31985,0,1
32022,5,1
32048,0,1
32085,0,1
32122,0,1
32165,0,1
32202,0,1
32244,0,1
32281,0,1
32318,0,1
32384,0,1
32463,0,1
32500,0,1
32549,5,1
32576,0,1
32614,0,1
32651,0,1
32688,0,1
32725,0,1
32764,0,1
32801,0,1
32844,0,1
32882,0,1
32919,0,1
32966,5,1
32992,0,1
33050,5,1
33076,0,1
33113,0,1
33150,0,1
33187,0,1
33224,5,1
33250,0,1
33287,0,1
33324,0,1
33364,0,1
33401,0,1
33447,0,1
33484,0,1
33522,0,1
33564,0,1
33601,0,1
33644,0,1
33682,0,1
33719,0,1
33762,0,1
33799,0,1
33851,0,1
33888,0,1
33925,0,1
33965,0,1
34002,5,1
34049,5,1
34077,0,1
34114,0,1
34151,0,1
34188,0,1
34225,0,1
34265,0,1
34302,0,1
34344,0,1
34381,0,1
34418,0,1
34455,5,1
34481,0,1
34518,0,1
34555,0,1
34592,0,1
34646,0,1
34683,0,1
34720,0,1
34764,0,1
34801,0,1
34844,0,1
34881,0,1
34963,0,1
35000,0,1
35046,0,1
35084,0,1
35121,0,1
35163,0,1
35200,0,1
35246,0,1
35283,0,1
35320,0,1
35363,0,1
35400,0,1
35444,0,1
35481,0,1
35518,0,1
35561,0,1
35599,0,1
35646,0,1
35683,0,1
35720,0,1
35766,0,1
35802,0,1
35845,0,1
35882,0,1
35919,0,1
35962,5,1
35989,0,1
36047,0,1
36084,5,1
36110,5,1
36147,0,1
36184,0,1
36221,5,1
36247,0,1
36284,0,1
36321,0,1
36362,0,1
36399,0,1
36445,0,1
36482,0,1
36519,5,1
36545,0,1
36582,5,1
36611,0,1
36648,0,1
36685,0,1
36722,0,1
36762,0,1
36799,0,1
36843,0,1
36880,0,1
36917,5,1
36948,0,1
36985,0,1
37044,0,1
37081,0,1
37118,0,1
37165,5,1
37191,0,1
37248,0,1
37285,5,1
37313,0,1
37350,0,1
37387,0,1
37424,0,1
37489,0,1
37567,5,1
37594,0,1
37642,0,1
37679,0,1
37716,0,1
37762,5,1
37789,0,1
37846,0,1
37883,0,1
37920,0,1
37962,0,1
37999,0,1
38041,0,1
38079,0,1
38116,5,1
38142,0,1
38179,0,1
38216,5,1
38242,0,1
38279,0,1
38316,0,1
38362,0,1
38399,0,1
38442,0,1
38479,5,1
38509,0,1
38546,0,1
38583,0,1
38620,0,1
38663,0,1
38700,0,1
38742,0,1
38779,0,1
38816,0,1
38864,0,1
38909,0,1
38946,0,1
38983,0,1
39020,0,1
39062,0,1
39109,0,1
39146,0,1
39183,0,1
39220,0,1
39263,0,1
39300,0,1
39342,0,1
39379,0,1
39416,0,1
39460,0,1
39497,0,1
39540,0,1
39577,5,1
39609,0,1
39646,0,1
39683,0,1
39720,0,1
39761,0,1
39799,0,1
39841,0,1
39896,0,1
39943,5,1
39970,0,1
40009,0,1
40046,0,1
40083,5,1
40110,5,1
40143,0,1
40180,5,1
40208,0,1
40245,0,1
40282,0,1
40319,5,1
40345,0,1
40382,0,1
40419,0,1
40461,0,1
40540,0,1
40577,0,1
40614,0,1
40661,0,1
40698,0,1
40741,0,1
40778,0,1
40815,0,1
40858,0,1
40895,5,1
40921,0,1
40965,5,1
40992,0,1
41044,0,1
41081,0,1
41118,0,1
41161,0,1
41198,0,1
41241,0,1
41279,0,1
41316,0,1
41360,0,1
41397,0,1
41441,0,1
41478,0,1
41515,0,1
41560,5,1
41587,0,1
41645,0,1
41682,0,1
41719,0,1
41760,0,1
41797,0,1
41841,0,1
41878,0,1
41915,0,1
41958,0,1
41995,0,1
42041,0,1
42078,5,1
42107,0,1
42144,0,1
42198,0,1
42242,0,1
42279,0,1
42316,0,1
42359,5,1
42390,0,1
42439,0,1
42476,0,1
42513,0,1
42557,0,1
42594,0,1
42645,0,1
42682,0,1
42719,0,1
42757,0,1
42794,0,1
42845,0,1
42882,0,1
42920,0,1
42961,0,1
42998,0,1
43040,0,1
43077,0,1
43114,0,1
43157,0,1
43193,0,1
43244,5,1
43275,0,1
43312,0,1
43359,5,1
43386,0,1
43441,0,1
43478,0,1
43515,0,1
43559,0,1
43596,0,1
43642,0,1
43680,0,1
43717,0,1
43760,5,1
43787,0,1
43843,5,1
43875,0,1
43912,0,1
43956,0,1
43993,0,1
44039,0,1
44076,0,1
44113,0,1
44159,0,1
44196,0,1
44238,0,1
44276,0,1
44314,0,1
44358,0,1
44395,0,1
44479,5,1
44508,5,1
44541,0,1
44578,0,1
44615,0,1
44658,0,1
44695,0,1
44738,0,1
44778,0,1
44815,0,1
44858,0,1
44895,0,1
44938,5,1
44965,0,1
45009,0,1
45055,0,1
45092,5,1
45118,5,1
45144,0,1
45181,0,1
45218,0,1
45257,0,1
45294,0,1
45338,0,1
45375,0,1
45412,0,1
45457,0,1
45494,0,1
45537,0,1
45574,0,1
45611,0,1
45658,0,1
45705,0,1
45742,0,1
45779,0,1
45816,5,1
45842,0,1
45879,0,1
45916,0,1
45959,0,1
45996,0,1
46038,0,1
46075,0,1
46112,0,1
46158,0,1
46195,0,1
46238,0,1
46275,0,1
46312,0,1
46355,0,1
46392,0,1
46443,0,1
46480,0,1
46517,5,1
46543,0,1
46584,0,1
46642,0,1
46679,0,1
46757,0,1
46795,0,1
46838,0,1
46875,0,1
46913,0,1
46960,0,1
47005,0,1
47054,0,1
47091,0,1
47140,0,1
47177,0,1
47214,0,1
47257,0,1
47294,0,1
47337,0,1
47374,0,1
47411,0,1
47454,0,1
47495,0,1
47538,0,1
47575,0,1
47612,0,1
47656,0,1
47693,0,1
47737,0,1
47774,0,1
47811,0,1
47856,5,1
47883,0,1
47939,0,1
47976,0,1
48013,0,1
48056,0,1
48093,0,1
48136,0,1
48173,0,1
48210,0,1
48254,0,1
48291,0,1
48337,0,1
48379,5,1
48405,0,1
48442,5,1
48470,0,1
48507,0,1
48544,5,1
48570,0,1
48607,0,1
48644,0,1
48681,0,1
48738,0,1
48776,0,1
48813,0,1
48857,0,1
48893,0,1
48935,0,1
48980,0,1
49038,0,1
49076,0,1
49113,5,1
49139,0,1
49176,0,1
49213,0,1
49256,0,1
49293,0,1
49334,0,1
49371,0,1
49408,0,1
49453,0,1
49490,0,1
49541,0,1
49578,5,1
49604,0,1
49641,0,1
49703,0,1
49740,0,1
49778,0,1
49816,0,1
49859,0,1
49903,0,1
49940,0,1
49978,0,1
50015,5,1
50042,0,1
50080,5,1
50107,0,1
50153,0,1
50191,5,1
50239,0,1
50278,5,1
50305,0,1
50352,0,1
50390,0,1
50438,0,1
50476,0,1
50540,0,1
50578,0,1
50616,0,1
50658,0,1
50702,0,1
50740,5,1
50770,0,1
50808,0,1
50855,0,1
50892,0,1
50938,5,1
50965,0,1
51003,0,1
51041,0,1
51079,0,1
51139,0,1
51178,0,1
51215,0,1
51281,0,1
51338,0,1
51380,0,1
51439,0,1
51477,5,1
51504,0,1
51541,0,1
51579,0,1
51637,0,1
51675,0,1
51733,0,1
51771,0,1
51813,5,1
51840,5,1
51867,5,1
51902,0,1
51939,0,1
51977,5,1
52004,5,1
52034,0,1
52072,5,1
52102,0,1
52139,0,1
52177,0,1
52215,5,1
52251,0,1
52289,0,1
52332,0,1
52370,0,1
52408,0,1
52454,0,1
52492,0,1
52535,0,1
52573,0,1
52611,0,1
52653,0,1
52691,0,1
52759,0,1
52801,0,1
52839,0,1
52877,0,1
52914,0,1
52955,0,1
53004,0,1
53041,0,1
53079,0,1
53137,0,1
53176,0,1
53214,0,1
53255,0,1
53293,0,1
53333,0,1
53371,0,1
53409,0,1
53454,0,1
53550,0,1
53588,0,1
53637,0,1
53675,0,1
53713,0,1
53754,0,1
53792,0,1
53836,0,1
53873,0,1
53911,0,1
53954,0,1
53992,0,1
54033,0,1
54071,0,1
54109,5,1
54136,0,1
54174,0,1
54238,5,1
54268,0,1
54306,0,1
54350,5,1
54377,0,1
54436,0,1
54473,5,1
54500,0,1
54538,0,1
54576,0,1
54634,0,1
54672,5,1
54701,0,1
54738,0,1
54776,0,1
54834,5,1
54861,0,1
54901,0,1
54967,0,1
55005,5,1
55035,0,1
55072,5,1
55100,0,1
55138,0,1
55176,0,1
55233,0,1
55272,0,1
55310,0,1
55357,0,1
55400,0,1
55437,5,1
55470,0,1
55508,0,1
55553,0,1
55590,0,1
55633,0,1
55671,5,1
55700,0,1
55749,0,1
55787,0,1
55862,0,1
55900,5,1
55930,0,1
55968,0,1
56006,0,1
56051,0,1
56089,0,1
56140,0,1
56179,0,1
56237,5,1
56267,0,1
56305,0,1
56349,5,1
56376,5,1
56403,0,1
56441,0,1
56479,5,1
56506,0,1
56549,0,1
56587,5,1
56636,0,1
56674,5,1
56701,0,1
56751,0,1
56789,0,1
56859,0,1
56899,0,1
56936,0,1
56974,0,1
57034,0,1
57073,0,1
57110,0,1
57149,0,1
57187,0,1
57234,0,1
57271,0,1
57308,0,1
57350,0,1
57388,0,1
57431,0,1
57469,0,1
57506,0,1
57551,0,1
57598,0,1
57636,0,1
57674,5,1
57701,0,1
57748,0,1
57786,0,1
57831,0,1
57898,0,1
57936,0,1
57974,5,1
58001,0,1
58048,5,1
58075,5,1
58148,0,1
58186,0,1
58230,0,1
58268,0,1
58306,0,1
58350,0,1
58388,0,1
58432,0,1
58470,0,1
58507,0,1
58550,0,1
58588,5,1
58633,0,1
58671,0,1
58709,0,1
58750,0,1
58788,0,1
58831,0,1
58869,0,1
58907,0,1
58951,0,1
58988,0,1
59035,0,1
59073,0,1
59111,5,1
59147,5,1
59174,0,1
59233,0,1
59271,0,1
59309,0,1
59350,0,1
59397,0,1
59435,0,1
59473,0,1
59511,0,1
59554,0,1
59597,0,1
59635,5,1
59664,0,1
59707,0,1
59749,0,1
59787,0,1
59832,0,1
59870,0,1
59908,0,1
59949,0,1
59987,0,1
60033,5,1
60065,0,1
60103,0,1
60147,0,1
60185,0,1
60229,5,1
60256,0,1
60304,0,1
60370,0,1
60408,0,1
60454,0,1
60496,5,1
60527,5,1
60554,0,1
60600,0,1
60638,0,1
60675,0,1
60760,0,1
60798,0,1
60836,0,1
60873,0,1
60932,0,1
60969,0,1
61006,0,1
61055,0,1
61096,0,1
61134,0,1
61172,0,1
61209,0,1
61252,0,1
61289,5,1
61327,0,1
61365,0,1
61403,0,1
61448,0,1
61486,0,1
61529,0,1
61567,0,1
61605,5,1
61632,0,1
61670,0,1
61848,0,1
61886,0,1
61930,0,1
61968,0,1
62005,0,1
62049,0,1
62086,0,1
62130,0,1
62167,0,1
62204,0,1
62248,0,1
62285,0,1
62329,0,1
62367,0,1
62405,0,1
62449,0,1
62495,0,1
62533,0,1
62571,0,1
62668,0,1
62706,0,1
62745,0,1
62783,5,1
62830,5,1
62858,5,1
62885,5,1
62934,0,1
62972,0,1
63009,0,1
63049,0,1
63095,0,1
63133,0,1
63171,0,1
63209,0,1
63252,0,1
63295,0,1
63333,0,1
63371,0,1
63429,0,1
63467,0,1
63505,0,1
63548,0,1
63585,0,1
63628,0,1
63666,0,1
63703,0,1
63747,0,1
63785,0,1
63829,0,1
63867,0,1
63905,0,1
63947,0,1
63984,0,1
64026,5,1
64054,0,1
64095,0,1
64132,0,1
64170,0,1
64208,0,1
64250,0,1
64295,0,1
64333,5,1
64362,0,1
64399,0,1
64444,0,1
64482,5,1
64530,0,1
64568,0,1
64606,0,1
64648,0,1
64686,0,1
64725,0,1
64763,5,1
64796,0,1
64835,0,1
64878,0,1
64933,0,1
64971,0,1
65029,0,1
65067,0,1
65105,0,1
65146,5,1
65174,0,1
65231,0,1
65269,5,1
65296,0,1
65344,0,1
65382,0,1
65426,0,1
65464,0,1
65502,5,1
65529,0,1
65567,0,1
65605,0,1
65647,5,1
65674,0,1
65724,0,1
65762,0,1
65800,5,1
65827,0,1
65865,0,1
65903,0,1
65946,0,1
65983,0,1
66026,5,1
66053,0,1
66093,0,1
66131,0,1
66169,0,1
66207,0,1
66249,5,1
66276,5,1
66303,0,1
66343,0,1
66381,5,1
66430,0,1
66468,0,1
66506,0,1
66548,0,1
66593,0,1
66631,5,1
66661,0,1
66699,0,1
66743,0,1
66780,0,1
66830,0,1
66869,0,1
66907,0,1
66949,0,1
66994,5,1
67055,5,1
67083,0,1
67126,0,1
67164,0,1
67202,0,1
67246,0,1
67283,0,1
67323,0,1
67361,0,1
67399,5,1
67426,0,1
67464,5,1
67493,0,1
67530,0,1
67568,0,1
67605,5,1
67632,0,1
67670,0,1
67725,0,1
67764,0,1
67802,0,1
67845,0,1
67882,0,1
67925,0,1
67962,0,1
68000,0,1
68045,0,1
68092,0,1
68130,0,1
68168,0,1
68252,0,1
68295,0,1
68342,0,1
68380,0,1
68424,5,1
68452,5,1
68479,0,1
68523,0,1
68561,0,1
68598,0,1
68642,0,1
68680,0,1
68723,0,1
68760,0,1
68797,0,1
68846,0,1
68883,0,1
68926,0,1
68964,0,1
69001,0,1
69045,0,1
69092,0,1
69130,0,1
69168,0,1
69251,5,1
69278,0,1
69322,0,1
69360,0,1
69398,0,1
69445,0,1
69482,5,1
69523,0,1
69561,0,1
69599,0,1
69645,0,1
69682,0,1
69722,0,1
69760,0,1
69798,0,1
69844,0,1
69891,0,1
69929,0,1
69967,0,1
70027,0,1
70065,0,1
70103,0,1
70144,0,1
70182,0,1
70226,0,1
70264,5,1
70291,0,1
70328,0,1
70366,0,1
70429,0,1
70467,0,1
70504,0,1
70546,0,1
70591,0,1
70628,0,1
70666,0,1
70704,0,1
70746,0,1
70791,0,1
70828,0,1
70867,0,1
70925,0,1
70963,0,1
71000,0,1
71043,0,1
71080,0,1
71124,0,1
71161,0,1
71198,0,1
71243,0,1
71280,0,1
71322,5,1
71350,0,1
71442,5,1
71470,0,1
71524,5,1
71554,0,1
71591,5,1
71627,0,1
71665,0,1
71703,0,1
71744,0,1
71790,0,1
71828,5,1
71858,0,1
71896,0,1
71940,0,1
71978,0,1
72026,0,1
72064,0,1
72102,0,1
72145,0,1
72190,0,1
72228,0,1
72266,0,1
72324,0,1
72362,0,1
72399,0,1
72442,5,1
72470,0,1
72526,0,1
72589,5,1
72624,0,1
72662,0,1
72700,0,1
72743,0,1
72791,0,1
72829,0,1
72867,0,1
72922,0,1
72960,5,1
72991,0,1
73029,0,1
73067,0,1
73122,5,1
73174,0,1
73224,5,1
73251,0,1
73289,0,1
73327,0,1
73365,0,1
73403,0,1
73470,5,1
73498,0,1
73540,0,1
73578,0,1
73623,0,1
73661,5,1
73689,0,1
73726,0,1
73764,0,1
73802,0,1
73843,0,1
73889,0,1
73927,0,1
73965,0,1
74024,0,1
74089,0,1
74127,0,1
74165,0,1
74224,0,1
74262,5,1
74289,0,1
74326,0,1
74364,0,1
74402,0,1
74444,5,1
74471,0,1
74520,0,1
74558,5,1
74589,0,1
74627,0,1
74665,0,1
74724,5,1
74751,0,1
74789,0,1
74827,0,1
74865,0,1
74921,5,1
74952,0,1
74989,0,1
75027,5,1
75056,0,1
75094,0,1
75139,0,1
75176,0,1
75222,0,1
75260,5,1
75288,0,1
75326,0,1
75364,0,1
75402,0,1
75444,0,1
75489,0,1
75527,0,1
75576,0,1
75620,0,1
75658,5,1
75688,0,1
75726,0,1
75764,5,1
75791,0,1
75840,0,1
75878,0,1
75919,5,1
75946,5,1
75973,0,1
76020,0,1
76058,0,1
76095,0,1
76140,0,1
76178,0,1
76222,0,1
76260,0,1
76298,0,1
76340,5,1
76367,0,1
76425,0,1
76463,0,1
76501,0,1
76543,0,1
76588,0,1
76625,0,1
76663,0,1
76721,0,1
76759,0,1
76797,0,1
76840,0,1
76878,5,1
76921,0,1
76959,0,1
76996,0,1
77040,0,1
77087,0,1
77125,0,1
77163,0,1
77222,0,1
77260,0,1
77298,0,1
77340,0,1
77387,0,1
77425,0,1
77463,0,1
77500,0,1
77544,0,1
77587,0,1
77625,0,1
77687,0,1
77725,0,1
77763,0,1
77821,0,1
77860,0,1
77898,0,1
77940,0,1
77987,0,1
78025,0,1
78063,0,1
78121,0,1
78159,0,1
78197,0,1
78241,0,1
78279,0,1
78317,0,1
78355,5,1
78388,0,1
78436,0,1
78474,5,1
78521,0,1
78559,0,1
78598,0,1
78639,0,1
78687,0,1
78736,0,1
78774,0,1
78819,0,1
78857,0,1
78895,0,1
78939,0,1
78977,0,1
79021,0,1
79059,0,1
79097,0,1
79140,0,1
79178,0,1
79218,0,1
79256,0,1
79294,0,1
79338,0,1
79376,5,1
79420,0,1
79458,0,1
79517,0,1
79554,0,1
79592,0,1
79638,0,1
79676,5,1
79717,0,1
79762,0,1
79824,5,1
79854,0,1
79891,0,1
79935,0,1
79973,5,1
80020,0,1
